Z_4,gene,abs_loading,factor
-0.3820237,ENSG00000091138.13,0.3820237,Z_4
-0.32167572,ENSG00000164266.11,0.32167572,Z_4
-0.30443242,ENSG00000160180.17,0.30443242,Z_4
-0.29621834,ENSG00000188373.5,0.29621834,Z_4
-0.26557082,ENSG00000143416.21,0.26557082,Z_4
-0.26117814,ENSG00000163734.4,0.26117814,Z_4
-0.25277185,ENSG00000110944.9,0.25277185,Z_4
-0.24443561,ENSG00000007952.18,0.24443561,Z_4
-0.24279542,ENSG00000145384.4,0.24279542,Z_4
-0.24275985,ENSG00000095932.7,0.24275985,Z_4
-0.23719524,ENSG00000119042.17,0.23719524,Z_4
-0.235395,ENSG00000138134.12,0.235395,Z_4
-0.23445815,ENSG00000124253.11,0.23445815,Z_4
-0.23157114,ENSG00000171747.9,0.23157114,Z_4
-0.23027575,ENSG00000065548.18,0.23027575,Z_4
-0.22948472,ENSG00000078401.7,0.22948472,Z_4
-0.22674455,ENSG00000118322.14,0.22674455,Z_4
-0.22547887,ENSG00000157399.17,0.22547887,Z_4
-0.21610242,ENSG00000164822.5,0.21610242,Z_4
-0.21548338,ENSG00000112312.10,0.21548338,Z_4
-0.21442223,ENSG00000173432.12,0.21442223,Z_4
-0.21426722,ENSG00000177189.14,0.21426722,Z_4
-0.21182176,ENSG00000124102.5,0.21182176,Z_4
-0.20691314,ENSG00000135549.15,0.20691314,Z_4
-0.20361885,ENSG00000148346.12,0.20361885,Z_4
-0.20100254,ENSG00000102837.7,0.20100254,Z_4
-0.19772309,ENSG00000174738.13,0.19772309,Z_4
-0.19743921,ENSG00000115758.13,0.19743921,Z_4
-0.19670041,ENSG00000086065.14,0.19670041,Z_4
-0.19570488,ENSG00000198786.2,0.19570488,Z_4
-0.19553803,ENSG00000118873.16,0.19553803,Z_4
-0.19382045,ENSG00000109787.13,0.19382045,Z_4
-0.19333912,ENSG00000224057.1,0.19333912,Z_4
-0.19040355,ENSG00000148926.10,0.19040355,Z_4
-0.18850769,ENSG00000166920.13,0.18850769,Z_4
-0.18815152,ENSG00000135046.14,0.18815152,Z_4
-0.18776725,ENSG00000115363.14,0.18776725,Z_4
-0.18706569,ENSG00000010292.13,0.18706569,Z_4
-0.18703835,ENSG00000155090.15,0.18703835,Z_4
-0.18672247,ENSG00000148180.21,0.18672247,Z_4
-0.18639554,ENSG00000137807.16,0.18639554,Z_4
-0.18555164,ENSG00000119514.7,0.18555164,Z_4
-0.18513075,ENSG00000104870.13,0.18513075,Z_4
-0.18498911,ENSG00000135318.12,0.18498911,Z_4
-0.18357025,ENSG00000069329.18,0.18357025,Z_4
-0.18353766,ENSG00000241224.8,0.18353766,Z_4
-0.18329605,ENSG00000164610.10,0.18329605,Z_4
-0.18248858,ENSG00000073169.14,0.18248858,Z_4
-0.18234734,ENSG00000188352.12,0.18234734,Z_4
-0.18161629,ENSG00000167635.12,0.18161629,Z_4
