Z_0,gene,abs_loading,factor
-0.30888703,ENSG00000172725.14,0.30888703,Z_0
-0.28064424,ENSG00000113282.14,0.28064424,Z_0
-0.27347615,ENSG00000135919.14,0.27347615,Z_0
-0.2544314,ENSG00000122711.9,0.2544314,Z_0
-0.24892855,ENSG00000115386.6,0.24892855,Z_0
-0.24843113,ENSG00000211896.7,0.24843113,Z_0
-0.2344253,ENSG00000197457.10,0.2344253,Z_0
-0.23286386,ENSG00000179674.4,0.23286386,Z_0
-0.22729376,ENSG00000204389.10,0.22729376,Z_0
-0.22334555,ENSG00000134193.15,0.22334555,Z_0
-0.22146295,ENSG00000274213.1,0.22146295,Z_0
-0.2184219,ENSG00000183036.11,0.2184219,Z_0
-0.21798597,ENSG00000057608.17,0.21798597,Z_0
-0.21776548,ENSG00000115816.15,0.21776548,Z_0
-0.21680363,ENSG00000145730.21,0.21680363,Z_0
-0.21233998,ENSG00000134779.15,0.21233998,Z_0
-0.20291318,ENSG00000197273.4,0.20291318,Z_0
-0.20007722,ENSG00000106066.15,0.20007722,Z_0
-0.19960603,ENSG00000136783.10,0.19960603,Z_0
-0.19803119,ENSG00000103355.14,0.19803119,Z_0
-0.19683988,ENSG00000103534.17,0.19683988,Z_0
-0.19540021,ENSG00000106258.15,0.19540021,Z_0
-0.19479544,ENSG00000158411.11,0.19479544,Z_0
-0.19398241,ENSG00000137500.9,0.19398241,Z_0
-0.1935705,ENSG00000160180.17,0.1935705,Z_0
-0.19117598,ENSG00000160182.3,0.19117598,Z_0
-0.18173458,ENSG00000114115.10,0.18173458,Z_0
-0.18130906,ENSG00000196950.14,0.18130906,Z_0
-0.17478831,ENSG00000050405.13,0.17478831,Z_0
-0.17408559,ENSG00000187840.5,0.17408559,Z_0
-0.17405428,ENSG00000137673.9,0.17405428,Z_0
-0.17189106,ENSG00000128944.13,0.17189106,Z_0
-0.17082247,ENSG00000115414.21,0.17082247,Z_0
-0.16997196,ENSG00000159182.5,0.16997196,Z_0
-0.16987087,ENSG00000089048.15,0.16987087,Z_0
-0.16955687,ENSG00000099812.9,0.16955687,Z_0
-0.16904308,ENSG00000021355.13,0.16904308,Z_0
-0.16718817,ENSG00000100097.12,0.16718817,Z_0
-0.16641009,ENSG00000100526.20,0.16641009,Z_0
-0.16443224,ENSG00000175567.11,0.16443224,Z_0
-0.16434862,ENSG00000278845.5,0.16434862,Z_0
-0.16383535,ENSG00000138182.15,0.16383535,Z_0
-0.16231804,ENSG00000138772.13,0.16231804,Z_0
-0.16158424,ENSG00000139508.15,0.16158424,Z_0
-0.16109578,ENSG00000134905.17,0.16109578,Z_0
-0.16000877,ENSG00000198887.9,0.16000877,Z_0
-0.15961938,ENSG00000135245.10,0.15961938,Z_0
-0.15950276,ENSG00000080546.13,0.15950276,Z_0
-0.15906064,ENSG00000031698.13,0.15906064,Z_0
-0.15816319,ENSG00000132170.24,0.15816319,Z_0
