Z_1,gene,abs_loading,factor
-0.38200882,ENSG00000268621.6,0.38200882,Z_1
-0.32119375,ENSG00000171202.7,0.32119375,Z_1
-0.27523553,ENSG00000111665.12,0.27523553,Z_1
-0.26789916,ENSG00000129538.14,0.26789916,Z_1
-0.26758796,ENSG00000167920.10,0.26758796,Z_1
-0.2658548,ENSG00000006042.12,0.2658548,Z_1
-0.2532811,ENSG00000166920.13,0.2532811,Z_1
-0.25037774,ENSG00000135245.10,0.25037774,Z_1
-0.24907033,ENSG00000128951.14,0.24907033,Z_1
-0.24694785,ENSG00000124486.14,0.24694785,Z_1
-0.23643713,ENSG00000131746.13,0.23643713,Z_1
-0.23641108,ENSG00000089685.15,0.23641108,Z_1
-0.23592302,ENSG00000069482.7,0.23592302,Z_1
-0.2329713,ENSG00000206828.1,0.2329713,Z_1
-0.22956719,ENSG00000163950.13,0.22956719,Z_1
-0.22185792,ENSG00000198467.16,0.22185792,Z_1
-0.22162762,ENSG00000099901.17,0.22162762,Z_1
-0.22070833,ENSG00000168955.4,0.22070833,Z_1
-0.2195323,ENSG00000204642.14,0.2195323,Z_1
-0.21823943,ENSG00000147889.18,0.21823943,Z_1
-0.21710208,ENSG00000175063.17,0.21710208,Z_1
-0.21214378,ENSG00000204899.6,0.21214378,Z_1
-0.21184823,ENSG00000141736.14,0.21184823,Z_1
-0.2112084,ENSG00000160551.12,0.2112084,Z_1
-0.21086195,ENSG00000102738.8,0.21086195,Z_1
-0.20857295,ENSG00000136628.18,0.20857295,Z_1
-0.20797484,ENSG00000144485.11,0.20797484,Z_1
-0.20658281,ENSG00000116667.15,0.20658281,Z_1
-0.20651843,ENSG00000168078.10,0.20651843,Z_1
-0.20500754,ENSG00000164611.13,0.20500754,Z_1
-0.20497921,ENSG00000168496.4,0.20497921,Z_1
-0.20462671,ENSG00000137752.24,0.20462671,Z_1
-0.20198898,ENSG00000134057.15,0.20198898,Z_1
-0.20189805,ENSG00000074696.13,0.20189805,Z_1
-0.20119411,ENSG00000130720.13,0.20119411,Z_1
-0.19847135,ENSG00000137547.9,0.19847135,Z_1
-0.19672962,ENSG00000141030.13,0.19672962,Z_1
-0.19619974,ENSG00000151490.15,0.19619974,Z_1
-0.19603744,ENSG00000122034.17,0.19603744,Z_1
-0.19505237,ENSG00000179913.11,0.19505237,Z_1
-0.19446306,ENSG00000144354.14,0.19446306,Z_1
-0.19362058,ENSG00000134690.11,0.19362058,Z_1
-0.19072366,ENSG00000086232.13,0.19072366,Z_1
-0.18941346,ENSG00000047634.15,0.18941346,Z_1
-0.18676278,ENSG00000187840.5,0.18676278,Z_1
-0.18618524,ENSG00000227258.6,0.18618524,Z_1
-0.18569826,ENSG00000136104.21,0.18569826,Z_1
-0.18209396,ENSG00000186591.13,0.18209396,Z_1
-0.18184543,ENSG00000148450.13,0.18184543,Z_1
-0.17980812,ENSG00000131203.13,0.17980812,Z_1
